|  -933.325111866376 |   186.309132885630 

[  0  0  0  0  0  0  0  0  0 ] (0.00001496)
[  0  0  0  0  0  0  0  0  1 ] (0.00002975)
[  0  0  0  0  0  0  0  0  2 ] (0.00021616)
[  0  0  0  0  0  0  0  0  3 ] (0.00000398)
[  0  0  0  0  0  0  0  0  4 ] (0.00001033)
[  0  0  0  0  0  0  0  0  5 ] (0.00000023)
[  0  0  0  0  0  0  0  1  0 ] (0.00011440)
[  0  0  0  0  0  0  0  1  1 ] (0.00031716)
[  0  0  0  0  0  0  0  1  2 ] (0.00452607)
[  0  0  0  0  0  0  0  1  3 ] (0.00013573)
[  0  0  0  0  0  0  0  1  4 ] (0.00001587)
[  0  0  0  0  0  0  0  2  0 ] (0.00001688)
[  0  0  0  0  0  0  0  2  1 ] (0.00267889)
[  0  0  0  0  0  0  0  2  2 ] (0.00000378)
[  0  0  0  0  0  0  0  2  3 ] (0.00001322)
[  0  0  0  0  0  0  0  3  0 ] (0.00007861)
[  0  0  0  0  0  0  0  3  1 ] (0.00008067)
[  0  0  0  0  0  0  0  3  2 ] (0.00000125)
[  0  0  0  0  0  0  0  4  0 ] (0.00330945)
[  0  0  0  0  0  0  0  4  1 ] (0.00002427)
[  0  0  0  0  0  0  0  5  0 ] (0.00000937)
[  0  0  0  0  0  0  1  0  0 ] (0.00000075)
[  0  0  0  0  0  0  1  0  1 ] (0.00044672)
[  0  0  0  0  0  0  1  0  2 ] (0.00173374)
[  0  0  0  0  0  0  1  0  3 ] (0.00002805)
[  0  0  0  0  0  0  1  0  4 ] (0.00002070)
[  0  0  0  0  0  0  1  1  0 ] (0.00005483)
[  0  0  0  0  0  0  1  1  1 ] (0.00093150)
[  0  0  0  0  0  0  1  1  2 ] (0.00004203)
[  0  0  0  0  0  0  1  1  3 ] (0.00000044)
[  0  0  0  0  0  0  1  2  0 ] (0.00001923)
[  0  0  0  0  0  0  1  2  1 ] (0.00023684)
[  0  0  0  0  0  0  1  2  2 ] (0.00000030)
[  0  0  0  0  0  0  1  3  0 ] (0.00006114)
[  0  0  0  0  0  0  1  3  1 ] (0.00005370)
[  0  0  0  0  0  0  1  4  0 ] (0.00002563)
[  0  0  0  0  0  0  2  0  0 ] (0.00000047)
[  0  0  0  0  0  0  2  0  1 ] (0.00005824)
[  0  0  0  0  0  0  2  0  2 ] (0.00000007)
[  0  0  0  0  0  0  2  0  3 ] (0.00000456)
[  0  0  0  0  0  0  2  1  0 ] (0.00014012)
[  0  0  0  0  0  0  2  1  1 ] (0.00001031)
[  0  0  0  0  0  0  2  1  2 ] (0.00000279)
[  0  0  0  0  0  0  2  2  0 ] (0.00294785)
[  0  0  0  0  0  0  2  2  1 ] (0.00026992)
[  0  0  0  0  0  0  2  3  0 ] (0.00002564)
[  0  0  0  0  0  0  3  0  0 ] (0.00000061)
[  0  0  0  0  0  0  3  0  1 ] (0.00000885)
[  0  0  0  0  0  0  3  0  2 ] (0.00001443)
[  0  0  0  0  0  0  3  1  0 ] (0.00124030)
[  0  0  0  0  0  0  3  1  1 ] (0.00005846)
[  0  0  0  0  0  0  3  2  0 ] (0.00033173)
[  0  0  0  0  0  0  4  0  0 ] (0.00000000)
[  0  0  0  0  0  0  4  0  1 ] (0.00004350)
[  0  0  0  0  0  0  4  1  0 ] (0.00000831)
[  0  0  0  0  0  0  5  0  0 ] (0.00001754)
[  0  0  0  0  0  1  0  0  0 ] (0.00000032)
[  0  0  0  0  0  1  0  0  1 ] (0.00017960)
