|         E          |        E-E0        |          max config      
+--------------------+--------------------+--------------------------
| -1114.970626864535 |     0.000000000000 | [  0  0  0  0  0  0  0  0  0 ] (0.9947)
| -1101.201862009186 |    13.768764855349 | [  1  0  0  0  0  0  0  0  0 ] (0.6024)
| -1097.831921801448 |    17.138705063087 | [  0  1  0  0  0  0  0  0  0 ] (0.6203)
| -1091.691673030795 |    23.278953833740 | [  0  0  1  0  0  0  0  0  0 ] (0.8787)
| -1084.388027172914 |    30.582599691621 | [  1  1  0  0  0  0  0  0  0 ] (0.4022)
| -1079.683931377842 |    35.286695486693 | [  2  0  0  0  0  0  0  0  0 ] (0.3927)
| -1073.259686442239 |    41.710940422296 | [  1  0  1  0  0  0  0  0  0 ] (0.3554)
| -1067.669451332841 |    47.301175531693 | [  0  2  0  0  0  0  0  0  0 ] (0.3293)
| -1066.056453475679 |    48.914173388856 | [  0  0  0  0  1  0  0  0  0 ] (0.6769)
| -1064.293030006350 |    50.677596858185 | [  0  0  0  1  0  0  0  0  0 ] (0.4491)
| -1062.899754719228 |    52.070872145307 | [  0  0  0  0  0  1  0  0  0 ] (0.5102)
| -1059.639582839038 |    55.331044025497 | [  0  0  0  0  0  0  1  0  0 ] (0.6191)
| -1055.933381961768 |    59.037244902767 | [  0  0  0  0  0  0  0  1  0 ] (0.7991)
| -1053.030532488634 |    61.940094375901 | [  0  1  1  0  0  0  0  0  0 ] (0.4084)
| -1050.848679981508 |    64.121946883027 | [  0  0  2  0  0  0  0  0  0 ] (0.3036)
| -1050.511628111457 |    64.458998753078 | [  1  0  0  0  1  0  0  0  0 ] (0.5145)
| -1049.069510778275 |    65.901116086260 | [  1  0  0  1  0  0  0  0  0 ] (0.5945)
| -1046.150544165789 |    68.820082698746 | [  1  0  0  0  0  1  0  0  0 ] (0.2750)
| -1044.072773373743 |    70.897853490792 | [  0  1  0  0  1  0  0  0  0 ] (0.4851)
| -1042.717830677353 |    72.252796187182 | [  1  0  0  0  0  0  1  0  0 ] (0.2791)
| -1042.001747854217 |    72.968879010318 | [  0  1  0  1  0  0  0  0  0 ] (0.2690)
| -1039.622344972287 |    75.348281892248 | [  1  0  0  0  0  0  0  1  0 ] (0.4967)
| -1037.555389757669 |    77.415237106866 | [  0  0  1  1  0  0  0  0  0 ] (0.3930)
| -1036.313362075360 |    78.657264789175 | [  0  0  1  0  1  0  0  0  0 ] (0.4032)
| -1033.446996216781 |    81.523630647754 | [  0  1  0  0  0  1  0  0  0 ] (0.3165)
| -1032.881170961659 |    82.089455902876 | [  0  1  0  0  0  0  1  0  0 ] (0.3538)
| -1030.883294939625 |    84.087331924910 | [  0  1  0  0  0  0  0  1  0 ] (0.4494)
| -1028.920872179553 |    86.049754684982 | [  0  0  1  0  0  1  0  0  0 ] (0.7185)
| -1028.624622115954 |    86.346004748581 | [  0  0  0  0  0  2  0  0  0 ] (0.6725)
| -1026.457247695903 |    88.513379168632 | [  0  0  0  0  2  0  0  0  0 ] (0.8503)
| -1026.092510082355 |    88.878116782179 | [  0  0  1  0  0  0  1  0  0 ] (0.6478)
| -1025.116381334924 |    89.854245529610 | [  0  0  1  0  0  0  0  1  0 ] (0.8259)
| -1023.428574628834 |    91.542052235700 | [  0  0  0  2  0  0  0  0  0 ] (0.3473)
| -1022.904684541918 |    92.065942322617 | [  0  0  0  2  0  0  0  0  0 ] (0.4382)
| -1021.076252310559 |    93.894374553976 | [  0  0  0  0  0  0  0  2  0 ] (0.6356)
| -1019.145227164817 |    95.825399699717 | [  0  0  0  0  0  0  2  0  0 ] (0.4199)
| -1011.990099140824 |   102.980527723711 | [  0  0  0  1  1  0  0  0  0 ] (0.7889)
| -1011.171450227166 |   103.799176637369 | [  1  0  0  0  0  0  0  0  1 ] (0.6523)
| -1009.526468039405 |   105.444158825130 | [  0  0  0  0  1  1  0  0  0 ] (0.6179)
| -1007.287839385327 |   107.682787479208 | [  0  0  0  1  0  1  0  0  0 ] (0.6291)
| -1006.467205414061 |   108.503421450474 | [  0  1  0  0  0  0  0  0  1 ] (0.6907)
| -1005.653100146845 |   109.317526717689 | [  0  0  0  1  0  0  1  0  0 ] (0.4524)
| -1003.185511058780 |   111.785115805755 | [  0  0  0  1  0  0  0  1  0 ] (0.3448)
| -1001.019793805857 |   113.950833058677 | [  0  0  0  0  1  0  0  1  0 ] (0.5774)
| -1000.745570338063 |   114.225056526472 | [  0  0  1  0  0  0  0  0  1 ] (0.9045)
| -1000.392044970243 |   114.578581894292 | [  0  0  0  1  0  0  0  1  0 ] (0.3067)
|  -999.700154272154 |   115.270472592381 | [  0  0  0  0  0  1  0  1  0 ] (0.3861)
|  -997.101353177071 |   117.869273687464 | [  0  0  0  0  0  1  0  1  0 ] (0.3379)
|  -993.104732523083 |   121.865894341451 | [  0  0  0  0  0  0  1  1  0 ] (0.4515)
|  -975.369736773448 |   139.600890091086 | [  0  0  0  0  1  0  0  0  1 ] (0.6906)
|  -973.175453608401 |   141.795173256134 | [  0  0  0  1  0  0  0  0  1 ] (0.5226)
|  -971.816741235154 |   143.153885629381 | [  0  0  0  0  0  0  0  0  2 ] (0.5040)
|  -970.694711698158 |   144.275915166377 | [  0  0  0  0  0  1  0  0  1 ] (0.3861)
|  -967.101641398373 |   147.868985466162 | [  0  0  0  0  0  0  0  1  1 ] (0.4303)
|  -966.287014165387 |   148.683612699148 | [  0  0  0  0  0  0  0  1  1 ] (0.4929)
