|         E          |        E-E0        |          max config      
| -1052.903401106088 |    66.005743792337 | [  0  1  0  0  1  0  0  0  0 ] (0.3870)
| -1051.582362795298 |    67.326782103128 | [  1  0  0  0  1  0  0  0  0 ] (0.2270)
| -1051.322453762298 |    67.586691136127 | [  0  0  3  0  0  0  0  0  0 ] (0.8756)
| -1050.221042279379 |    68.688102619046 | [  0  1  0  1  0  0  0  0  0 ] (0.3669)
| -1049.444018687776 |    69.465126210650 | [  1  0  0  1  0  0  0  0  0 ] (0.2937)
| -1048.879740934666 |    70.029403963759 | [  0  1  0  0  1  0  0  0  0 ] (0.1950)
| -1047.581534749794 |    71.327610148631 | [  1  0  0  0  0  1  0  0  0 ] (0.2492)
| -1046.120044059934 |    72.789100838492 | [  1  0  0  0  0  1  0  0  0 ] (0.2485)
| -1045.708057342052 |    73.201087556373 | [  1  0  0  0  0  0  1  0  0 ] (0.3573)
| -1043.990722363611 |    74.918422534814 | [  0  0  1  0  1  0  0  0  0 ] (0.3224)
| -1043.520179975978 |    75.388964922447 | [  0  0  1  1  0  0  0  0  0 ] (0.5320)
| -1042.747897852284 |    76.161247046142 | [  0  0  1  0  0  1  0  0  0 ] (0.1827)
| -1042.524764137919 |    76.384380760506 | [  1  0  0  0  0  0  0  1  0 ] (0.3379)
| -1042.064423383175 |    76.844721515250 | [  2  1  1  0  0  0  0  0  0 ] (0.1519)
| -1040.841079259464 |    78.068065638961 | [  0  0  1  0  0  0  1  0  0 ] (0.2079)
| -1040.386416284056 |    78.522728614370 | [  0  1  0  0  0  0  0  1  0 ] (0.4249)
| -1039.246091442391 |    79.663053456035 | [  0  0  1  0  0  0  1  0  0 ] (0.3438)
| -1038.610450956341 |    80.298693942084 | [  1  1  0  1  0  0  0  0  0 ] (0.2780)
| -1037.776690196416 |    81.132454702009 | [  0  0  0  0  0  2  0  0  0 ] (0.2979)
| -1036.593069609504 |    82.316075288921 | [  0  0  0  0  0  2  0  0  0 ] (0.3146)
| -1035.765264091930 |    83.143880806495 | [  2  0  0  1  0  0  0  0  0 ] (0.2132)
| -1035.764018952433 |    83.145125945993 | [  0  0  1  0  0  0  0  1  0 ] (0.4173)
| -1035.049897072098 |    83.859247826327 | [  0  0  0  2  0  0  0  0  0 ] (0.2037)
| -1034.108955739230 |    84.800189159195 | [  3  1  0  0  0  0  0  0  0 ] (0.2874)
| -1033.633569951557 |    85.275574946869 | [  0  0  0  0  2  0  0  0  0 ] (0.3687)
| -1033.542641084069 |    85.366503814357 | [  3  1  0  0  0  0  0  0  0 ] (0.1492)
| -1033.531338789404 |    85.377806109022 | [  3  1  0  0  0  0  0  0  0 ] (0.2326)
| -1033.099421395512 |    85.809723502913 | [  0  0  0  0  0  0  2  0  0 ] (0.1590)
| -1032.916284851268 |    85.992860047158 | [  0  0  0  0  0  0  2  0  0 ] (0.2257)
| -1032.225846668425 |    86.683298230000 | [  0  2  0  0  1  0  0  0  0 ] (0.2448)
| -1031.248605379386 |    87.660539519040 | [  0  0  4  0  0  0  0  0  0 ] (0.1575)
| -1031.133683290781 |    87.775461607644 | [  2  0  0  0  0  0  1  0  0 ] (0.1363)
| -1030.531652084086 |    88.377492814340 | [  1  1  0  0  0  0  1  0  0 ] (0.1046)
| -1029.820541047114 |    89.088603851312 | [  2  0  0  0  0  0  1  0  0 ] (0.1582)
| -1029.651664196540 |    89.257480701885 | [  1  3  0  0  0  0  0  0  0 ] (0.5818)
| -1029.338347887589 |    89.570797010836 | [  0  2  0  1  0  0  0  0  0 ] (0.1145)
| -1029.121504934562 |    89.787639963863 | [  2  0  0  0  0  0  1  0  0 ] (0.1524)
| -1028.302752877638 |    90.606392020787 | [  0  0  0  0  0  0  0  0  1 ] (0.1332)
| -1028.011198271356 |    90.897946627070 | [  1  0  1  1  0  0  0  0  0 ] (0.1165)
| -1026.770011949778 |    92.139132948648 | [  1  1  0  0  0  0  0  1  0 ] (0.2087)
| -1026.027188795864 |    92.881956102562 | [  0  0  0  0  0  0  0  0  1 ] (0.2874)
| -1025.284443805504 |    93.624701092921 | [  0  2  0  0  0  1  0  0  0 ] (0.1468)
| -1024.369900329403 |    94.539244569023 | [  2  0  0  0  0  0  0  1  0 ] (0.2080)
| -1023.551997005032 |    95.357147893393 | [  1  1  0  0  0  0  0  1  0 ] (0.1191)
| -1022.850355463165 |    96.058789435260 | [  0  0  0  0  0  0  0  2  0 ] (0.4902)
| -1022.679797397288 |    96.229347501138 | [  1  1  0  0  0  1  0  0  0 ] (0.0813)
| -1022.269123875741 |    96.640021022684 | [  1  0  0  0  0  2  0  0  0 ] (0.3994)
| -1021.977249347098 |    96.931895551328 | [  0  1  1  1  0  0  0  0  0 ] (0.1133)
| -1020.952175668384 |    97.956969230041 | [  0  1  1  1  0  0  0  0  0 ] (0.1109)
| -1020.298375145268 |    98.610769753158 | [  1  0  1  0  0  0  1  0  0 ] (0.1698)
| -1019.850836701920 |    99.058308196506 | [  3  0  1  0  0  0  0  0  0 ] (0.1928)
| -1019.049749957714 |    99.859394940711 | [  1  0  1  0  0  0  0  1  0 ] (0.1866)
| -1018.749566467725 |   100.159578430701 | [  0  1  0  2  0  0  0  0  0 ] (0.3743)
| -1018.538501357099 |   100.370643541326 | [  0  1  0  0  0  0  2  0  0 ] (0.1669)
| -1018.524341855283 |   100.384803043142 | [  1  0  1  0  0  0  0  1  0 ] (0.0976)
| -1017.745802315094 |   101.163342583332 | [  0  1  0  2  0  0  0  0  0 ] (0.1730)
| -1017.548930038547 |   101.360214859879 | [  0  0  0  1  1  0  0  0  0 ] (0.3046)
| -1017.161437260440 |   101.747707637985 | [  0  0  2  1  0  0  0  0  0 ] (0.1352)
| -1016.776437419384 |   102.132707479041 | [  0  1  0  0  2  0  0  0  0 ] (0.2843)
| -1016.765248599356 |   102.143896299070 | [  0  2  0  0  0  0  0  1  0 ] (0.1777)
| -1016.250719805816 |   102.658425092609 | [  0  1  0  0  2  0  0  0  0 ] (0.2446)
| -1016.016816935793 |   102.892327962633 | [  0  3  1  0  0  0  0  0  0 ] (0.5017)
| -1015.876243275941 |   103.032901622484 | [  3  0  0  0  1  0  0  0  0 ] (0.2383)
| -1015.751954442366 |   103.157190456059 | [  3  0  0  1  0  0  0  0  0 ] (0.1171)
| -1015.413303171093 |   103.495841727332 | [  1  0  0  2  0  0  0  0  0 ] (0.1793)
| -1015.159628544490 |   103.749516353935 | [  3  0  0  0  1  0  0  0  0 ] (0.3671)
| -1014.955284319999 |   103.953860578426 | [  1  0  0  0  0  0  2  0  0 ] (0.2425)
| -1014.719003027981 |   104.190141870444 | [  3  0  0  1  0  0  0  0  0 ] (0.5708)
| -1014.408650309782 |   104.500494588643 | [  0  1  0  0  2  0  0  0  0 ] (0.1192)
| -1013.848105758215 |   105.061039140210 | [  0  3  0  0  1  0  0  0  0 ] (0.1821)
| -1013.763555950514 |   105.145588947911 | [  1  0  3  0  0  0  0  0  0 ] (0.1401)
| -1013.573855239642 |   105.335289658784 | [  1  0  3  0  0  0  0  0  0 ] (0.1094)
| -1013.325554842314 |   105.583590056112 | [  0  3  0  0  1  0  0  0  0 ] (0.4451)
| -1012.608486200489 |   106.300658697937 | [  0  0  0  0  1  1  0  0  0 ] (0.3069)
| -1012.239792160988 |   106.669352737438 | [  0  0  0  0  1  1  0  0  0 ] (0.2770)
| -1011.866180529139 |   107.042964369287 | [  1  0  0  0  0  0  0  0  1 ] (0.1956)
| -1011.537861362456 |   107.371283535970 | [  0  3  0  1  0  0  0  0  0 ] (0.4032)
| -1011.066279205569 |   107.842865692857 | [  0  0  0  1  0  1  0  0  0 ] (0.1076)
| -1010.924731123257 |   107.984413775168 | [  0  0  2  0  0  0  1  0  0 ] (0.1515)
| -1010.910008977067 |   107.999135921359 | [  0  0  1  0  0  2  0  0  0 ] (0.4589)
| -1010.543799985108 |   108.365344913317 | [  0  0  0  1  0  0  1  0  0 ] (0.4037)
| -1010.401909920174 |   108.507234978251 | [  0  1  1  0  0  0  0  1  0 ] (0.2014)
| -1009.936536510751 |   108.972608387674 | [  0  1  0  0  0  0  0  0  1 ] (0.1357)
| -1009.336755184415 |   109.572389714010 | [  0  1  0  0  0  0  0  0  1 ] (0.1672)
| -1008.849939386405 |   110.059205512020 | [  0  0  0  0  1  0  0  1  0 ] (0.2673)
| -1008.735860461593 |   110.173284436832 | [  0  0  1  0  0  0  2  0  0 ] (0.3249)
| -1008.357105068140 |   110.552039830286 | [  0  0  1  0  2  0  0  0  0 ] (0.1787)
| -1008.247717323432 |   110.661427574994 | [  1  0  0  0  0  0  0  2  0 ] (0.5249)
| -1007.972382371409 |   110.936762527017 | [  0  0  0  1  0  0  0  1  0 ] (0.2485)
| -1007.628291793712 |   111.280853104713 | [  0  0  2  0  0  0  0  1  0 ] (0.1148)
| -1007.324070029003 |   111.585074869422 | [  0  0  1  2  0  0  0  0  0 ] (0.3522)
| -1006.925088143586 |   111.984056754839 | [  0  0  1  2  0  0  0  0  0 ] (0.1859)
| -1006.921872292751 |   111.987272605674 | [  0  0  0  0  3  0  0  0  0 ] (0.4590)
| -1006.501515691058 |   112.407629207368 | [  0  0  0  0  0  1  1  0  0 ] (0.1944)
| -1006.290741178741 |   112.618403719685 | [  1  1  1  0  0  1  0  0  0 ] (0.1285)
| -1006.135848276925 |   112.773296621501 | [  0  0  0  3  0  0  0  0  0 ] (0.4397)
| -1005.671878117535 |   113.237266780891 | [  1  0  0  0  0  0  0  2  0 ] (0.1205)
| -1005.347787718225 |   113.561357180200 | [  0  1  0  0  0  0  0  2  0 ] (0.5003)
| -1005.282632542957 |   113.626512355469 | [  3  0  0  0  0  0  1  0  0 ] (0.4751)
| -1004.542141578155 |   114.367003320270 | [  0  0  2  0  0  0  0  1  0 ] (0.2508)
| -1004.100846316885 |   114.808298581540 | [  3  0  0  0  0  1  0  0  0 ] (0.3314)
| -1003.650025342175 |   115.259119556250 | [  0  2  1  0  1  0  0  0  0 ] (0.1039)
| -1003.601819304522 |   115.307325593904 | [  0  0  0  0  0  1  0  1  0 ] (0.2916)
| -1003.239667950937 |   115.669476947488 | [  0  0  1  0  0  0  0  0  1 ] (0.1561)
| -1003.132914491044 |   115.776230407381 | [  0  3  0  0  0  0  1  0  0 ] (0.1396)
| -1002.567515457967 |   116.341629440459 | [  0  2  0  0  0  0  0  0  1 ] (0.1426)
| -1002.249763920621 |   116.659380977805 | [  0  2  1  1  0  0  0  0  0 ] (0.0669)
| -1001.855796494774 |   117.053348403651 | [  0  0  0  0  0  0  1  1  0 ] (0.2338)
| -1001.634913409861 |   117.274231488564 | [  3  0  0  0  0  0  0  1  0 ] (0.3541)
| -1001.613702279991 |   117.295442618435 | [  0  0  1  0  0  0  0  0  1 ] (0.1284)
| -1000.684481851918 |   118.224663046508 | [  0  1  0  1  1  0  0  0  0 ] (0.2532)
| -1000.574436368422 |   118.334708530003 | [  0  2  0  0  0  0  0  0  1 ] (0.0954)
|  -999.917678725956 |   118.991466172470 | [  1  0  0  1  1  0  0  0  0 ] (0.3230)
|  -999.858917758913 |   119.050227139512 | [  0  0  0  0  0  3  0  0  0 ] (0.0956)
|  -999.456810089702 |   119.452334808724 | [  0  0  1  0  0  0  0  2  0 ] (0.7115)
|  -999.150975029612 |   119.758169868813 | [  0  3  0  0  0  1  0  0  0 ] (0.3611)
|  -999.140776004128 |   119.768368894298 | [  0  1  0  0  1  1  0  0  0 ] (0.2279)
|  -999.000372413383 |   119.908772485043 | [  0  0  0  0  0  0  3  0  0 ] (0.4471)
|  -998.779986695806 |   120.129158202619 | [  0  1  0  1  1  0  0  0  0 ] (0.1557)
|  -998.624475140752 |   120.284669757673 | [  0  3  0  0  0  0  0  1  0 ] (0.2678)
|  -998.400100020003 |   120.509044878423 | [  1  1  0  0  2  0  0  0  0 ] (0.2468)
|  -997.744779785642 |   121.164365112783 | [  0  0  0  0  0  3  0  0  0 ] (0.5376)
|  -997.709451715137 |   121.199693183288 | [  0  1  3  0  0  0  0  0  0 ] (0.3187)
|  -997.524561192099 |   121.384583706326 | [  1  0  0  1  0  0  1  0  0 ] (0.1120)
|  -996.798883148997 |   122.110261749429 | [  0  3  0  0  0  0  0  1  0 ] (0.1547)
|  -996.479716073749 |   122.429428824676 | [  1  0  0  0  1  1  0  0  0 ] (0.3270)
|  -996.123904558559 |   122.785240339867 | [  0  1  0  1  0  0  1  0  0 ] (0.1999)
|  -996.020755757476 |   122.888389140950 | [  1  0  0  1  0  0  0  1  0 ] (0.1556)
|  -995.402228630101 |   123.506916268325 | [  1  0  0  0  1  0  1  0  0 ] (0.1366)
|  -995.036785542386 |   123.872359356039 | [  0  1  0  1  0  1  0  0  0 ] (0.0993)
|  -994.827004925292 |   124.082139973133 | [  1  1  0  0  0  0  0  0  1 ] (0.2087)
|  -994.597709247949 |   124.311435650476 | [  1  0  0  0  0  1  0  1  0 ] (0.0675)
|  -994.446692654555 |   124.462452243870 | [  0  0  3  0  1  0  0  0  0 ] (0.6414)
|  -994.105586039776 |   124.803558858649 | [  0  1  0  0  1  0  0  1  0 ] (0.2422)
|  -993.813612069002 |   125.095532829423 | [  1  1  0  2  0  0  0  0  0 ] (0.2343)
|  -993.541315307725 |   125.367829590701 | [  0  1  0  1  0  1  0  0  0 ] (0.1475)
|  -993.266852354607 |   125.642292543819 | [  1  0  0  0  1  0  0  1  0 ] (0.1168)
|  -993.082658004855 |   125.826486893571 | [  0  0  1  1  1  0  0  0  0 ] (0.1623)
|  -993.058074326809 |   125.851070571617 | [  2  0  0  0  2  0  0  0  0 ] (0.1858)
|  -992.456957537459 |   126.452187360966 | [  0  0  3  1  0  0  0  0  0 ] (0.6747)
|  -992.324303722960 |   126.584841175465 | [  0  1  0  0  0  1  1  0  0 ] (0.0986)
|  -991.977584184154 |   126.931560714271 | [  1  0  0  1  0  1  0  0  0 ] (0.1255)
|  -991.870516394190 |   127.038628504235 | [  2  0  0  0  0  0  0  0  1 ] (0.1679)
|  -991.603786110204 |   127.305358788222 | [  0  0  2  0  0  0  0  0  1 ] (0.1334)
|  -991.525657334544 |   127.383487563881 | [  1  0  0  1  0  0  1  0  0 ] (0.0748)
|  -990.856158999047 |   128.052985899379 | [  0  0  1  0  1  1  0  0  0 ] (0.1791)
|  -990.569970122455 |   128.339174775971 | [  0  0  1  1  0  1  0  0  0 ] (0.1211)
|  -990.173556723089 |   128.735588175336 | [  1  0  0  0  3  0  0  0  0 ] (0.1825)
|  -990.161363827741 |   128.747781070684 | [  1  1  0  0  0  0  0  2  0 ] (0.3185)
|  -989.867068719239 |   129.042076179186 | [  0  0  1  0  1  1  0  0  0 ] (0.1284)
|  -989.450959034246 |   129.458185864180 | [  0  1  0  1  0  0  0  1  0 ] (0.2083)
|  -989.175507398450 |   129.733637499975 | [  2  0  0  2  0  0  0  0  0 ] (0.3730)
|  -989.038379085715 |   129.870765812710 | [  0  0  1  1  0  1  0  0  0 ] (0.1248)
|  -988.923555059740 |   129.985589838686 | [  0  0  0  1  0  2  0  0  0 ] (0.2261)
|  -988.859472098702 |   130.049672799724 | [  0  0  1  1  1  0  0  0  0 ] (0.1639)
|  -988.267275613716 |   130.641869284709 | [  1  2  0  0  1  0  0  0  0 ] (0.0722)
|  -988.060954342225 |   130.848190556201 | [  0  0  1  1  0  0  1  0  0 ] (0.1224)
|  -987.420289856133 |   131.488855042293 | [  0  0  1  0  1  0  1  0  0 ] (0.0791)
|  -987.380275451518 |   131.528869446908 | [  0  0  0  0  1  2  0  0  0 ] (0.2284)
|  -987.107666331558 |   131.801478566868 | [  1  0  0  0  0  1  1  0  0 ] (0.1066)
|  -986.584638637357 |   132.324506261069 | [  0  0  1  0  1  0  1  0  0 ] (0.1278)
|  -986.375274857592 |   132.533870040833 | [  0  0  0  0  1  2  0  0  0 ] (0.1596)
|  -986.292071774177 |   132.617073124248 | [  1  0  0  3  0  0  0  0  0 ] (0.1211)
|  -985.854423771838 |   133.054721126587 | [  1  0  0  0  0  1  0  1  0 ] (0.1718)
|  -985.640123707068 |   133.269021191357 | [  0  0  0  1  0  2  0  0  0 ] (0.2666)
|  -985.558144836073 |   133.351000062352 | [  1  0  0  0  0  0  1  1  0 ] (0.2316)
|  -985.504455691111 |   133.404689207315 | [  2  0  0  0  0  0  2  0  0 ] (0.1126)
|  -985.003803570786 |   133.905341327639 | [  0  0  0  0  0  0  0  3  0 ] (0.1850)
|  -984.923939275349 |   133.985205623077 | [  0  1  1  0  2  0  0  0  0 ] (0.0578)
|  -984.847822392593 |   134.061322505833 | [  0  0  1  0  1  0  0  1  0 ] (0.2236)
|  -984.577695764856 |   134.331449133570 | [  0  1  0  0  3  0  0  0  0 ] (0.1086)
|  -984.573217648351 |   134.335927250074 | [  2  0  0  0  0  0  0  2  0 ] (0.2811)
|  -984.154168164238 |   134.754976734187 | [  0  0  1  1  0  0  0  1  0 ] (0.3044)
|  -984.049587141875 |   134.859557756550 | [  0  0  0  0  0  0  0  3  0 ] (0.2787)
|  -983.303735260502 |   135.605409637923 | [  0  0  1  0  0  1  1  0  0 ] (0.3025)
|  -983.202892367415 |   135.706252531011 | [  1  1  0  1  1  0  0  0  0 ] (0.1902)
|  -982.979495209395 |   135.929649689031 | [  0  0  0  0  2  1  0  0  0 ] (0.0839)
|  -982.883004243553 |   136.026140654873 | [  0  1  0  0  0  0  1  1  0 ] (0.1131)
|  -982.494129956039 |   136.415014942387 | [  1  0  0  0  0  3  0  0  0 ] (0.1175)
|  -982.302040655745 |   136.607104242680 | [  0  0  3  0  0  0  0  1  0 ] (0.3156)
|  -982.049990315199 |   136.859154583227 | [  0  0  3  0  0  1  0  0  0 ] (0.0940)
|  -981.922464187590 |   136.986680710835 | [  0  0  1  0  0  1  0  1  0 ] (0.1904)
|  -981.861872542207 |   137.047272356219 | [  0  0  0  2  0  0  1  0  0 ] (0.0904)
|  -981.627706327001 |   137.281438571425 | [  0  0  0  1  0  0  2  0  0 ] (0.0964)
|  -981.541640365117 |   137.367504533308 | [  0  0  1  0  0  0  1  1  0 ] (0.0745)
|  -981.443526743430 |   137.465618154995 | [  0  0  0  2  1  0  0  0  0 ] (0.1400)
|  -981.044566876929 |   137.864578021496 | [  0  0  3  0  0  0  1  0  0 ] (0.1897)
|  -980.797284907382 |   138.111859991044 | [  0  0  3  0  0  0  1  0  0 ] (0.1340)
|  -980.524612674880 |   138.384532223545 | [  0  0  0  0  2  1  0  0  0 ] (0.2340)
|  -980.312768383614 |   138.596376514811 | [  0  1  0  3  0  0  0  0  0 ] (0.1034)
|  -980.299400967342 |   138.609743931083 | [  1  0  0  0  0  0  3  0  0 ] (0.1417)
|  -980.136540594461 |   138.772604303965 | [  0  0  3  0  0  0  1  0  0 ] (0.1839)
|  -979.566798798922 |   139.342346099503 | [  0  0  3  0  0  1  0  0  0 ] (0.2349)
|  -979.495528413075 |   139.413616485350 | [  1  0  2  1  0  0  0  0  0 ] (0.1433)
|  -979.245470529959 |   139.663674368467 | [  3  0  0  0  0  0  0  0  1 ] (0.6796)
|  -978.886315346455 |   140.022829551971 | [  0  0  0  0  0  2  1  0  0 ] (0.1454)
|  -978.606283932156 |   140.302860966270 | [  0  0  1  0  0  1  0  1  0 ] (0.2119)
|  -978.536899879439 |   140.372245018986 | [  1  1  0  0  1  0  0  1  0 ] (0.0534)
|  -978.437960963758 |   140.471183934667 | [  2  0  0  1  1  0  0  0  0 ] (0.0912)
|  -977.993479765282 |   140.915665133143 | [  0  0  0  0  1  0  0  0  1 ] (0.1085)
|  -977.854683781798 |   141.054461116628 | [  0  0  1  3  0  0  0  0  0 ] (0.2457)
|  -977.761383050353 |   141.147761848073 | [  0  0  0  2  0  1  0  0  0 ] (0.1387)
|  -977.651442011192 |   141.257702887233 | [  0  2  0  1  1  0  0  0  0 ] (0.0877)
|  -977.360102968958 |   141.549041929467 | [  0  0  0  0  0  2  0  1  0 ] (0.1678)
|  -977.202327069204 |   141.706817829222 | [  0  0  1  0  0  0  1  1  0 ] (0.3137)
|  -976.811530359652 |   142.097614538774 | [  0  0  0  0  0  2  0  1  0 ] (0.1792)
|  -976.698337833903 |   142.210807064522 | [  0  0  1  0  3  0  0  0  0 ] (0.0785)
|  -976.690976294049 |   142.218168604376 | [  0  0  0  0  1  0  0  0  1 ] (0.0987)
|  -976.343861807634 |   142.565283090791 | [  0  3  0  0  0  0  0  0  1 ] (0.1049)
|  -976.299171782798 |   142.609973115627 | [  0  2  1  1  0  0  0  0  0 ] (0.1173)
|  -975.925935632891 |   142.983209265535 | [  2  1  0  0  0  0  0  0  1 ] (0.1511)
|  -975.916132534136 |   142.993012364289 | [  0  0  0  0  0  1  0  0  1 ] (0.0688)
|  -975.449501553498 |   143.459643344927 | [  1  1  0  2  0  0  0  0  0 ] (0.0723)
|  -974.895552505224 |   144.013592393202 | [  0  0  0  0  0  1  0  0  1 ] (0.0873)
|  -974.789453950792 |   144.119690947633 | [  0  1  0  0  0  3  0  0  0 ] (0.2682)
|  -974.325762510414 |   144.583382388011 | [  0  0  0  1  0  0  0  0  1 ] (0.1000)
|  -974.078812995662 |   144.830331902763 | [  0  0  0  0  0  0  1  0  1 ] (0.1469)
|  -974.037636356216 |   144.871508542210 | [  0  0  1  0  3  0  0  0  0 ] (0.2342)
|  -973.987432646578 |   144.921712251847 | [  0  3  0  0  0  0  0  0  1 ] (0.1554)
|  -973.712360899958 |   145.196783998468 | [  1  2  0  0  0  0  0  1  0 ] (0.1212)
|  -973.600275892120 |   145.308869006305 | [  0  3  0  0  0  0  0  0  1 ] (0.2213)
|  -973.296177613159 |   145.612967285266 | [  2  0  0  0  1  1  0  0  0 ] (0.0909)
|  -972.968396756902 |   145.940748141524 | [  0  1  0  0  0  3  0  0  0 ] (0.1662)
|  -972.962953396194 |   145.946191502231 | [  0  0  0  0  0  1  0  0  1 ] (0.1117)
|  -972.701507832481 |   146.207637065944 | [  0  0  0  1  0  0  0  2  0 ] (0.0804)
|  -972.493538823350 |   146.415606075076 | [  1  0  0  0  0  0  3  0  0 ] (0.1421)
|  -971.940312137168 |   146.968832761258 | [  0  0  0  0  0  0  1  2  0 ] (0.0691)
|  -971.894175929666 |   147.014968968759 | [  0  0  1  0  0  3  0  0  0 ] (0.0618)
|  -971.822070763060 |   147.087074135365 | [  0  0  0  0  1  0  0  2  0 ] (0.0860)
|  -971.624653267307 |   147.284491631119 | [  0  0  0  0  0  0  1  2  0 ] (0.0618)
|  -971.240925580615 |   147.668219317811 | [  0  0  0  0  0  0  0  0  2 ] (0.1348)
|  -970.760405068096 |   148.148739830330 | [  0  0  0  0  0  1  0  2  0 ] (0.2684)
|  -970.593301535608 |   148.315843362817 | [  0  0  1  0  0  3  0  0  0 ] (0.2025)
|  -970.542877278004 |   148.366267620421 | [  0  0  0  0  0  1  0  2  0 ] (0.0840)
|  -970.199064812389 |   148.710080086037 | [  2  0  0  1  0  0  0  1  0 ] (0.1701)
|  -970.171610079267 |   148.737534819158 | [  0  0  1  0  0  0  3  0  0 ] (0.1038)
|  -969.777202037298 |   149.131942861127 | [  0  0  0  0  0  0  0  1  1 ] (0.1313)
|  -969.678733909891 |   149.230410988534 | [  0  0  0  0  0  0  1  2  0 ] (0.1008)
|  -969.584795312880 |   149.324349585546 | [  2  0  1  0  0  0  0  0  1 ] (0.1473)
|  -969.286284938176 |   149.622859960250 | [  1  0  0  0  0  0  0  3  0 ] (0.3910)
|  -969.045695954236 |   149.863448944190 | [  0  0  0  0  1  0  0  2  0 ] (0.0568)
|  -968.974066066689 |   149.935078831736 | [  0  0  0  0  2  0  0  1  0 ] (0.0716)
|  -968.846685807159 |   150.062459091266 | [  1  0  0  0  0  0  0  3  0 ] (0.0788)
|  -968.841172767417 |   150.067972131009 | [  1  1  0  0  0  2  0  0  0 ] (0.1154)
|  -968.422044603139 |   150.487100295286 | [  1  1  0  0  0  1  0  1  0 ] (0.0880)
|  -968.226384551245 |   150.682760347181 | [  2  0  0  0  0  0  1  1  0 ] (0.1039)
|  -967.983232857401 |   150.925912041024 | [  0  0  0  0  0  1  0  2  0 ] (0.0649)
|  -967.876745721053 |   151.032399177372 | [  0  0  0  0  0  0  0  1  1 ] (0.1195)
|  -967.806071781462 |   151.103073116963 | [  0  0  1  0  0  0  3  0  0 ] (0.1107)
|  -967.263568074232 |   151.645576824193 | [  1  1  0  0  0  0  1  1  0 ] (0.0525)
|  -966.954688325994 |   151.954456572432 | [  0  0  0  0  2  0  0  1  0 ] (0.0884)
|  -966.572816209451 |   152.336328688974 | [  1  0  2  0  0  0  0  1  0 ] (0.0826)
|  -966.386342431590 |   152.522802466835 | [  0  0  0  0  2  0  0  1  0 ] (0.0848)
|  -966.373985270826 |   152.535159627600 | [  1  0  2  0  0  0  0  1  0 ] (0.0765)
|  -966.147329952902 |   152.761814945524 | [  1  1  0  1  1  0  0  0  0 ] (0.0812)
|  -966.012791309193 |   152.896353589232 | [  0  0  0  0  0  0  1  2  0 ] (0.1570)
|  -965.758262450147 |   153.150882448278 | [  1  0  0  0  1  0  0  0  1 ] (0.1313)
|  -965.683754084209 |   153.225390814216 | [  0  0  0  0  0  0  1  2  0 ] (0.1361)
|  -965.267055713982 |   153.642089184444 | [  0  0  0  0  0  0  2  1  0 ] (0.2121)
|  -964.849555322208 |   154.059589576217 | [  1  0  0  0  1  0  0  0  1 ] (0.0998)
