|         E          |        E-E0        |          max config      
+--------------------+--------------------+--------------------------
| -1158.978386533823 |     0.000000000000 | [  0  0  0  0  0  0  0  0  0 ] (0.9734)
| -1145.996049914035 |    12.982336619788 | [  1  0  0  0  0  0  0  0  0 ] (0.9559)
| -1137.292056863017 |    21.686329670807 | [  2  0  0  0  0  0  0  0  0 ] (0.6924)
| -1131.224027382964 |    27.754359150859 | [  0  1  0  0  0  0  0  0  0 ] (0.7545)
| -1127.395396091754 |    31.582990442069 | [  0  0  1  0  0  0  0  0  0 ] (0.9168)
| -1123.693372984500 |    35.285013549323 | [  0  0  0  1  0  0  0  0  0 ] (0.8856)
| -1120.962341029611 |    38.016045504212 | [  3  0  0  0  0  0  0  0  0 ] (0.7603)
| -1117.712291695191 |    41.266094838632 | [  1  1  0  0  0  0  0  0  0 ] (0.4465)
| -1117.479745672008 |    41.498640861815 | [  0  2  0  0  0  0  0  0  0 ] (0.4747)
| -1115.537384041882 |    43.441002491941 | [  1  0  1  0  0  0  0  0  0 ] (0.7327)
| -1115.450864708791 |    43.527521825032 | [  0  0  0  2  0  0  0  0  0 ] (0.3108)
| -1112.151099081757 |    46.827287452066 | [  1  0  0  1  0  0  0  0  0 ] (0.8488)
| -1111.552308960740 |    47.426077573083 | [  0  0  2  0  0  0  0  0  0 ] (0.7161)
| -1110.598406719981 |    48.379979813842 | [  0  0  0  0  1  0  0  0  0 ] (0.8845)
| -1108.493260484642 |    50.485126049181 | [  0  0  0  0  0  1  0  0  0 ] (0.4764)
| -1104.298060275957 |    54.680326257866 | [  0  1  1  0  0  0  0  0  0 ] (0.3817)
| -1103.101249754550 |    55.877136779273 | [  0  3  0  0  0  0  0  0  0 ] (0.4162)
| -1101.785702814083 |    57.192683719740 | [  1  0  0  0  0  1  0  0  0 ] (0.4689)
| -1099.129413670543 |    59.848972863281 | [  0  1  0  1  0  0  0  0  0 ] (0.6052)
| -1098.896653697716 |    60.081732836107 | [  1  0  0  0  1  0  0  0  0 ] (0.8306)
| -1098.558381815516 |    60.420004718307 | [  1  2  0  0  0  0  0  0  0 ] (0.4871)
| -1097.709159713112 |    61.269226820711 | [  2  0  1  0  0  0  0  0  0 ] (0.4351)
| -1096.116374813021 |    62.862011720802 | [  1  0  2  0  0  0  0  0  0 ] (0.8306)
| -1093.046582187172 |    65.931804346651 | [  2  0  0  0  0  1  0  0  0 ] (0.1606)
| -1092.362750552742 |    66.615635981082 | [  0  0  1  1  0  0  0  0  0 ] (0.2970)
| -1090.574220441181 |    68.404166092642 | [  0  0  1  1  0  0  0  0  0 ] (0.2997)
| -1089.804956069228 |    69.173430464595 | [  0  0  3  0  0  0  0  0  0 ] (0.6277)
| -1089.386423013948 |    69.591963519875 | [  1  0  0  2  0  0  0  0  0 ] (0.7498)
| -1088.582843619154 |    70.395542914669 | [  0  1  0  0  0  1  0  0  0 ] (0.6923)
| -1087.107041739094 |    71.871344794730 | [  0  0  0  0  2  0  0  0  0 ] (0.7815)
| -1086.548589168523 |    72.429797365300 | [  0  1  0  0  1  0  0  0  0 ] (0.6339)
| -1084.416187297017 |    74.562199236806 | [  1  1  1  0  0  0  0  0  0 ] (0.5054)
| -1084.072119496411 |    74.906267037412 | [  0  2  1  0  0  0  0  0  0 ] (0.3435)
| -1083.440787087193 |    75.537599446630 | [  0  0  0  0  0  2  0  0  0 ] (0.3689)
| -1081.995290577346 |    76.983095956477 | [  0  0  0  0  0  0  1  0  0 ] (0.7565)
| -1081.256349473445 |    77.722037060378 | [  0  0  1  0  0  1  0  0  0 ] (0.5284)
| -1080.452587469578 |    78.525799064245 | [  0  0  1  0  1  0  0  0  0 ] (0.3798)
| -1080.337779582168 |    78.640606951656 | [  0  1  2  0  0  0  0  0  0 ] (0.7220)
| -1079.203294220201 |    79.775092313622 | [  1  1  0  1  0  0  0  0  0 ] (0.5778)
| -1078.457756357770 |    80.520630176053 | [  0  2  0  1  0  0  0  0  0 ] (0.4750)
| -1077.814293997906 |    81.164092535917 | [  2  0  0  0  1  0  0  0  0 ] (0.3278)
| -1076.992654755655 |    81.985731778168 | [  0  0  0  1  0  1  0  0  0 ] (0.2935)
| -1076.608473081767 |    82.369913452057 | [  0  0  0  1  0  1  0  0  0 ] (0.2275)
| -1075.859576572853 |    83.118809960970 | [  0  0  0  3  0  0  0  0  0 ] (0.1591)
| -1075.666151270992 |    83.312235262831 | [  0  0  0  1  1  0  0  0  0 ] (0.5478)
| -1074.319398636565 |    84.658987897258 | [  0  1  0  2  0  0  0  0  0 ] (0.7151)
| -1073.745960972220 |    85.232425561603 | [  1  0  1  1  0  0  0  0  0 ] (0.7179)
| -1071.204830993322 |    87.773555540501 | [  1  1  0  0  0  1  0  0  0 ] (0.4146)
| -1070.053408436820 |    88.924978097003 | [  1  0  0  0  0  0  1  0  0 ] (0.4134)
| -1069.339206773308 |    89.639179760515 | [  1  0  0  0  0  0  1  0  0 ] (0.3022)
| -1067.693084480473 |    91.285302053350 | [  0  0  1  2  0  0  0  0  0 ] (0.6462)
| -1067.552954566224 |    91.425431967599 | [  1  0  1  0  0  1  0  0  0 ] (0.4055)
| -1066.902193659283 |    92.076192874540 | [  0  0  0  0  0  0  0  1  0 ] (0.8211)
| -1066.330438843012 |    92.647947690812 | [  0  0  0  0  1  1  0  0  0 ] (0.2771)
| -1066.103904745229 |    92.874481788594 | [  1  0  0  0  2  0  0  0  0 ] (0.6264)
| -1065.952903075722 |    93.025483458101 | [  1  1  0  0  1  0  0  0  0 ] (0.4037)
| -1065.251257159344 |    93.727129374479 | [  0  2  0  0  1  0  0  0  0 ] (0.3305)
| -1064.958274209105 |    94.020112324718 | [  1  0  1  0  0  1  0  0  0 ] (0.2586)
| -1064.380268784269 |    94.598117749554 | [  0  0  0  0  0  0  0  0  1 ] (0.5964)
| -1063.587135193642 |    95.391251340181 | [  0  2  0  0  1  0  0  0  0 ] (0.4992)
| -1062.932095900647 |    96.046290633177 | [  1  0  1  0  1  0  0  0  0 ] (0.5480)
| -1060.727486020430 |    98.250900513393 | [  0  0  2  0  0  1  0  0  0 ] (0.8713)
| -1059.194850268588 |    99.783536265236 | [  0  1  1  1  0  0  0  0  0 ] (0.8689)
| -1058.355961105627 |   100.622425428196 | [  1  0  0  1  0  1  0  0  0 ] (0.5150)
| -1056.525943711996 |   102.452442821828 | [  0  1  0  0  0  0  1  0  0 ] (0.5012)
| -1055.411517049850 |   103.566869483974 | [  1  0  0  1  1  0  0  0  0 ] (0.5057)
| -1055.144985169926 |   103.833401363897 | [  0  1  0  0  0  2  0  0  0 ] (0.5496)
| -1054.624386098957 |   104.354000434867 | [  0  0  2  0  1  0  0  0  0 ] (0.8811)
| -1054.262746800118 |   104.715639733705 | [  0  0  0  0  3  0  0  0  0 ] (0.6849)
| -1053.400614466630 |   105.577772067193 | [  0  1  1  0  0  1  0  0  0 ] (0.6939)
| -1052.839541410826 |   106.138845122997 | [  1  0  0  0  0  0  0  1  0 ] (0.4912)
| -1051.410389780781 |   107.567996753042 | [  0  0  1  0  0  0  1  0  0 ] (0.4797)
| -1051.217574920557 |   107.760811613266 | [  0  0  0  2  0  1  0  0  0 ] (0.4752)
| -1050.973780786600 |   108.004605747223 | [  1  0  0  0  0  0  0  0  1 ] (0.5343)
| -1049.091527912586 |   109.886858621237 | [  0  1  0  0  2  0  0  0  0 ] (0.6837)
| -1048.900046851596 |   110.078339682227 | [  0  1  0  1  0  1  0  0  0 ] (0.4275)
| -1048.464829217053 |   110.513557316771 | [  0  0  0  2  1  0  0  0  0 ] (0.6378)
| -1048.327559218197 |   110.650827315626 | [  1  0  0  0  1  1  0  0  0 ] (0.6731)
| -1048.127924180714 |   110.850462353109 | [  0  0  1  0  0  2  0  0  0 ] (0.3721)
| -1047.517804371867 |   111.460582161957 | [  0  0  0  1  0  0  1  0  0 ] (0.4587)
| -1047.273973124724 |   111.704413409099 | [  2  0  0  0  0  0  1  0  0 ] (0.3346)
| -1044.931883928152 |   114.046502605671 | [  0  0  1  0  2  0  0  0  0 ] (0.5301)
| -1043.842944774785 |   115.135441759038 | [  0  1  1  0  1  0  0  0  0 ] (0.3716)
| -1043.435714935753 |   115.542671598070 | [  0  0  0  0  0  0  2  0  0 ] (0.7413)
| -1042.846266768044 |   116.132119765780 | [  0  0  0  1  0  2  0  0  0 ] (0.6745)
| -1041.483843813465 |   117.494542720358 | [  0  2  0  0  0  0  1  0  0 ] (0.3127)
| -1040.709017249848 |   118.269369283975 | [  0  1  0  0  0  0  0  1  0 ] (0.6455)
| -1039.090046116910 |   119.888340416913 | [  0  1  0  1  1  0  0  0  0 ] (0.6688)
| -1038.541160124147 |   120.437226409676 | [  0  0  1  0  0  0  0  1  0 ] (0.4045)
| -1037.725105566434 |   121.253280967389 | [  0  0  0  0  0  3  0  0  0 ] (0.5311)
| -1037.314494679420 |   121.663891854404 | [  0  0  0  1  2  0  0  0  0 ] (0.4107)
| -1036.649441411900 |   122.328945121923 | [  0  0  1  1  0  1  0  0  0 ] (0.2244)
| -1036.321423441109 |   122.656963092714 | [  1  1  0  0  0  0  1  0  0 ] (0.2189)
| -1035.951351679576 |   123.027034854247 | [  0  0  0  0  0  1  1  0  0 ] (0.2975)
| -1034.499100371627 |   124.479286162196 | [  0  1  0  0  1  1  0  0  0 ] (0.3097)
| -1034.312561728836 |   124.665824804987 | [  0  1  0  0  1  1  0  0  0 ] (0.5057)
| -1034.017787267271 |   124.960599266552 | [  0  0  0  1  0  0  0  1  0 ] (0.3681)
| -1033.820461680194 |   125.157924853630 | [  0  0  0  0  2  1  0  0  0 ] (0.2401)
| -1033.236828960341 |   125.741557573482 | [  0  0  0  0  1  0  1  0  0 ] (0.6191)
