|         E          |        E-E0        |          max config      
+--------------------+--------------------+--------------------------
| -1160.891430154077 |     0.000000000000 | [  0  0  0  0  0  0  0  0  0 ] (0.9589)
| -1150.385890239640 |    10.505539914437 | [  1  0  0  0  0  0  0  0  0 ] (0.9122)
| -1141.580023198204 |    19.311406955872 | [  2  0  0  0  0  0  0  0  0 ] (0.6396)
| -1135.146205847807 |    25.745224306269 | [  0  1  0  0  0  0  0  0  0 ] (0.7387)
| -1131.585478253954 |    29.305951900123 | [  0  0  1  0  0  0  0  0  0 ] (0.8676)
| -1128.723965298923 |    32.167464855154 | [  0  0  0  1  0  0  0  0  0 ] (0.8522)
| -1123.888316493452 |    37.003113660625 | [  1  1  0  0  0  0  0  0  0 ] (0.3578)
| -1122.705441525458 |    38.185988628619 | [  3  0  0  0  0  0  0  0  0 ] (0.4076)
| -1120.463073386117 |    40.428356767959 | [  0  2  0  0  0  0  0  0  0 ] (0.4938)
| -1119.623513616667 |    41.267916537410 | [  1  0  1  0  0  0  0  0  0 ] (0.7444)
| -1118.775519287333 |    42.115910866744 | [  0  2  0  0  0  0  0  0  0 ] (0.3855)
| -1115.508791807045 |    45.382638347031 | [  1  0  0  1  0  0  0  0  0 ] (0.3833)
| -1115.355154338831 |    45.536275815246 | [  0  0  0  0  1  0  0  0  0 ] (0.3842)
| -1114.278054655022 |    46.613375499055 | [  0  0  2  0  0  0  0  0  0 ] (0.5998)
| -1113.616699537981 |    47.274730616096 | [  4  0  0  0  0  0  0  0  0 ] (0.4762)
| -1111.640236781333 |    49.251193372743 | [  0  0  0  0  0  1  0  0  0 ] (0.3718)
| -1110.686384890503 |    50.205045263574 | [  2  0  1  0  0  0  0  0  0 ] (0.4837)
| -1108.890336136395 |    52.001094017682 | [  2  1  0  0  0  0  0  0  0 ] (0.4186)
| -1107.584751126049 |    53.306679028027 | [  1  0  0  0  0  1  0  0  0 ] (0.2663)
| -1106.223049336001 |    54.668380818076 | [  2  0  0  1  0  0  0  0  0 ] (0.5049)
| -1103.664529903717 |    57.226900250359 | [  1  2  0  0  0  0  0  0  0 ] (0.4148)
| -1103.459887570010 |    57.431542584067 | [  0  1  1  0  0  0  0  0  0 ] (0.3989)
| -1102.611583463256 |    58.279846690821 | [  1  0  2  0  0  0  0  0  0 ] (0.7110)
| -1101.948065659718 |    58.943364494359 | [  1  0  0  0  1  0  0  0  0 ] (0.7812)
| -1100.824404181867 |    60.067025972210 | [  0  3  0  0  0  0  0  0  0 ] (0.5834)
| -1099.617009381085 |    61.274420772992 | [  1  0  0  0  0  1  0  0  0 ] (0.3449)
| -1099.237310542971 |    61.654119611106 | [  0  1  0  1  0  0  0  0  0 ] (0.5086)
| -1098.299409905364 |    62.592020248713 | [  2  0  0  0  0  1  0  0  0 ] (0.2692)
| -1095.499193129374 |    65.392237024702 | [  0  0  1  1  0  0  0  0  0 ] (0.5962)
| -1095.199976403208 |    65.691453750869 | [  2  0  2  0  0  0  0  0  0 ] (0.3905)
| -1094.119708625792 |    66.771721528285 | [  2  0  0  0  1  0  0  0  0 ] (0.3487)
| -1093.605236172824 |    67.286193981253 | [  3  0  1  0  0  0  0  0  0 ] (0.2500)
| -1092.610820941815 |    68.280609212261 | [  3  1  0  0  0  0  0  0  0 ] (0.2657)
| -1092.269111971970 |    68.622318182107 | [  2  0  0  2  0  0  0  0  0 ] (0.1780)
| -1091.711312499680 |    69.180117654397 | [  1  1  1  0  0  0  0  0  0 ] (0.3119)
| -1091.498647540700 |    69.392782613377 | [  0  0  3  0  0  0  0  0  0 ] (0.3496)
| -1090.615190328872 |    70.276239825205 | [  3  1  0  0  0  0  0  0  0 ] (0.1182)
| -1090.319977062754 |    70.571453091322 | [  0  0  0  0  2  0  0  0  0 ] (0.5290)
| -1089.273800226892 |    71.617629927184 | [  1  3  0  0  0  0  0  0  0 ] (0.1906)
| -1089.156478418297 |    71.734951735780 | [  3  0  0  1  0  0  0  0  0 ] (0.2791)
| -1089.069620605953 |    71.821809548124 | [  1  3  0  0  0  0  0  0  0 ] (0.2480)
| -1088.262936997397 |    72.628493156680 | [  2  2  0  0  0  0  0  0  0 ] (0.2201)
| -1087.960296918822 |    72.931133235254 | [  0  2  1  0  0  0  0  0  0 ] (0.3856)
| -1087.097483618795 |    73.793946535281 | [  1  1  0  1  0  0  0  0  0 ] (0.2658)
| -1086.524990591790 |    74.366439562287 | [  0  1  2  0  0  0  0  0  0 ] (0.3550)
| -1086.452438622577 |    74.438991531500 | [  0  1  0  0  1  0  0  0  0 ] (0.4647)
| -1085.988227877576 |    74.903202276501 | [  0  0  0  0  0  0  1  0  0 ] (0.5026)
| -1085.714684477532 |    75.176745676544 | [  0  0  0  1  0  1  0  0  0 ] (0.3540)
| -1085.276361083559 |    75.615069070517 | [  0  0  0  0  0  2  0  0  0 ] (0.5778)
| -1084.756482127785 |    76.134948026291 | [  0  0  1  0  1  0  0  0  0 ] (0.3578)
| -1084.303801070282 |    76.587629083795 | [  0  1  0  0  0  1  0  0  0 ] (0.1792)
| -1084.026626514961 |    76.864803639116 | [  0  2  0  1  0  0  0  0  0 ] (0.3157)
| -1083.679297362699 |    77.212132791378 | [  1  0  1  1  0  0  0  0  0 ] (0.2429)
| -1082.624116364571 |    78.267313789506 | [  4  0  1  0  0  0  0  0  0 ] (0.1904)
| -1082.312505251701 |    78.578924902376 | [  0  0  1  0  0  1  0  0  0 ] (0.1817)
| -1080.644631840732 |    80.246798313344 | [  1  1  0  0  0  1  0  0  0 ] (0.3611)
| -1080.072119454297 |    80.819310699779 | [  0  0  0  3  0  0  0  0  0 ] (0.5058)
| -1079.477661926104 |    81.413768227972 | [  1  0  3  0  0  0  0  0  0 ] (0.1937)
| -1078.571911347569 |    82.319518806508 | [  0  2  0  0  0  1  0  0  0 ] (0.1859)
| -1078.096839770976 |    82.794590383101 | [  5  0  0  0  0  0  0  0  0 ] (0.3654)
| -1077.827237249337 |    83.064192904740 | [  0  0  0  1  1  0  0  0  0 ] (0.2539)
| -1077.164019665899 |    83.727410488178 | [  1  0  0  0  2  0  0  0  0 ] (0.4172)
| -1077.024385481828 |    83.867044672249 | [  3  0  0  0  0  1  0  0  0 ] (0.2515)
| -1076.961412433164 |    83.930017720913 | [  0  0  2  1  0  0  0  0  0 ] (0.3842)
| -1076.539996923036 |    84.351433231040 | [  3  0  0  0  1  0  0  0  0 ] (0.4029)
| -1076.117954497659 |    84.773475656418 | [  5  0  0  0  0  0  0  0  0 ] (0.1136)
| -1075.972681988800 |    84.918748165277 | [  0  3  1  0  0  0  0  0  0 ] (0.1627)
| -1074.941674938522 |    85.949755215554 | [  4  0  0  1  0  0  0  0  0 ] (0.2313)
| -1074.823934756677 |    86.067495397400 | [  1  1  0  0  1  0  0  0  0 ] (0.2718)
| -1074.539707085955 |    86.351723068122 | [  1  1  2  0  0  0  0  0  0 ] (0.1448)
| -1073.910233723870 |    86.981196430207 | [  1  0  0  0  0  0  1  0  0 ] (0.2084)
| -1073.745420218026 |    87.146009936051 | [  3  0  2  0  0  0  0  0  0 ] (0.1927)
| -1073.660242108356 |    87.231188045721 | [  1  1  0  0  1  0  0  0  0 ] (0.1460)
| -1073.345998410190 |    87.545431743887 | [  1  0  0  0  0  2  0  0  0 ] (0.3910)
| -1073.010064125919 |    87.881366028158 | [  0  2  0  2  0  0  0  0  0 ] (0.1828)
| -1072.801894028336 |    88.089536125741 | [  1  1  0  0  0  1  0  0  0 ] (0.0831)
| -1072.621304412099 |    88.270125741977 | [  1  0  1  0  1  0  0  0  0 ] (0.4452)
| -1072.376314140376 |    88.515116013701 | [  1  0  0  0  0  0  1  0  0 ] (0.1005)
| -1072.194542505454 |    88.696887648623 | [  0  2  2  0  0  0  0  0  0 ] (0.3301)
| -1072.087234260332 |    88.804195893744 | [  0  0  0  0  0  0  0  1  0 ] (0.5854)
| -1071.876893233669 |    89.014536920407 | [  0  2  0  0  1  0  0  0  0 ] (0.2626)
| -1071.411365824216 |    89.480064329861 | [  1  2  1  0  0  0  0  0  0 ] (0.2458)
| -1071.148774743874 |    89.742655410203 | [  0  2  0  2  0  0  0  0  0 ] (0.1654)
| -1071.012329144539 |    89.879101009537 | [  1  0  0  1  0  1  0  0  0 ] (0.1641)
| -1070.705562598376 |    90.185867555701 | [  0  3  0  1  0  0  0  0  0 ] (0.1279)
| -1070.480506325422 |    90.410923828655 | [  0  2  0  0  1  0  0  0  0 ] (0.2912)
| -1070.122490375564 |    90.768939778512 | [  0  2  2  0  0  0  0  0  0 ] (0.2309)
| -1069.907625693009 |    90.983804461068 | [  0  0  0  2  0  1  0  0  0 ] (0.2825)
| -1069.327055060782 |    91.564375093295 | [  0  3  1  0  0  0  0  0  0 ] (0.2403)
| -1069.299132029452 |    91.592298124625 | [  0  0  0  0  0  0  0  0  1 ] (0.1043)
| -1069.032308481787 |    91.859121672290 | [  3  2  0  0  0  0  0  0  0 ] (0.1525)
| -1068.795386395240 |    92.096043758836 | [  0  0  2  0  0  1  0  0  0 ] (0.1358)
| -1068.625294581756 |    92.266135572321 | [  3  2  0  0  0  0  0  0  0 ] (0.1632)
| -1068.170579011745 |    92.720851142332 | [  2  0  0  0  2  0  0  0  0 ] (0.1695)
| -1067.853870512474 |    93.037559641603 | [  2  0  0  0  2  0  0  0  0 ] (0.2256)
| -1067.622128717299 |    93.269301436777 | [  0  1  3  0  0  0  0  0  0 ] (0.3380)
| -1066.967104533901 |    93.924325620176 | [  1  2  0  1  0  0  0  0  0 ] (0.1650)
| -1066.449867766698 |    94.441562387379 | [  1  2  0  1  0  0  0  0  0 ] (0.1853)
| -1066.241946863021 |    94.649483291056 | [  3  0  0  2  0  0  0  0  0 ] (0.5575)
| -1066.094304338960 |    94.797125815117 | [  0  0  2  0  1  0  0  0  0 ] (0.4569)
| -1065.599317784456 |    95.292112369621 | [  1  0  0  1  1  0  0  0  0 ] (0.3759)
| -1065.164442905163 |    95.726987248914 | [  2  0  0  0  0  0  1  0  0 ] (0.3350)
| -1064.813795392197 |    96.077634761880 | [  1  0  2  1  0  0  0  0  0 ] (0.4017)
| -1064.347589144948 |    96.543841009129 | [  2  1  0  0  0  1  0  0  0 ] (0.0909)
| -1064.149723638976 |    96.741706515101 | [  0  3  0  1  0  0  0  0  0 ] (0.1234)
| -1063.960157199134 |    96.931272954943 | [  0  0  0  2  1  0  0  0  0 ] (0.1461)
| -1063.750855533017 |    97.140574621059 | [  0  0  2  2  0  0  0  0  0 ] (0.2756)
| -1063.297981931234 |    97.593448222843 | [  2  0  0  0  0  2  0  0  0 ] (0.1846)
| -1062.622652243837 |    98.268777910240 | [  1  2  0  0  0  1  0  0  0 ] (0.1036)
| -1062.088685382765 |    98.802744771312 | [  4  0  0  0  1  0  0  0  0 ] (0.2186)
| -1061.494618141373 |    99.396812012704 | [  0  1  0  0  0  2  0  0  0 ] (0.2476)
| -1061.355246406518 |    99.536183747558 | [  2  0  1  0  1  0  0  0  0 ] (0.2499)
| -1060.553700606664 |   100.337729547412 | [  0  1  0  0  2  0  0  0  0 ] (0.2644)
| -1060.460231398061 |   100.431198756015 | [  0  0  0  4  0  0  0  0  0 ] (0.1825)
| -1060.249934090378 |   100.641496063699 | [  2  0  3  0  0  0  0  0  0 ] (0.2049)
| -1059.430123376928 |   101.461306777149 | [  3  1  1  0  0  0  0  0  0 ] (0.0814)
| -1059.364567544606 |   101.526862609471 | [  3  1  1  0  0  0  0  0  0 ] (0.1540)
| -1059.176443738070 |   101.714986416006 | [  0  1  0  0  0  0  1  0  0 ] (0.3045)
| -1058.761476810016 |   102.129953344060 | [  0  0  1  0  2  0  0  0  0 ] (0.1707)
| -1058.527226295330 |   102.364203858747 | [  0  0  0  4  0  0  0  0  0 ] (0.1394)
| -1058.367395071394 |   102.524035082683 | [  0  1  0  1  0  1  0  0  0 ] (0.0858)
| -1058.317621456198 |   102.573808697878 | [  1  0  0  0  1  1  0  0  0 ] (0.1458)
| -1057.831706056000 |   103.059724098077 | [  0  0  3  1  0  0  0  0  0 ] (0.2987)
| -1057.805907295273 |   103.085522858804 | [  3  1  1  0  0  0  0  0  0 ] (0.1493)
