|         E          |        E-E0        |          max config      
| -1057.743630422993 |   103.147799731084 | [  0  3  0  0  0  1  0  0  0 ] (0.4217)
| -1057.220044279298 |   103.671385874778 | [  2  0  0  0  0  2  0  0  0 ] (0.1416)
| -1057.030819004958 |   103.860611149119 | [  0  0  0  0  3  0  0  0  0 ] (0.1381)
| -1056.688979251530 |   104.202450902546 | [  1  0  0  0  0  0  0  1  0 ] (0.3755)
| -1056.460441968985 |   104.430988185092 | [  1  0  0  0  0  0  0  0  1 ] (0.3005)
| -1056.294197575426 |   104.597232578651 | [  1  0  0  0  0  0  0  1  0 ] (0.2397)
| -1055.888703203908 |   105.002726950168 | [  1  0  2  0  0  1  0  0  0 ] (0.1156)
| -1055.760824542184 |   105.130605611893 | [  1  0  2  0  0  1  0  0  0 ] (0.1781)
| -1055.634433274947 |   105.256996879129 | [  1  0  2  0  0  1  0  0  0 ] (0.1851)
| -1055.338780027934 |   105.552650126142 | [  0  3  2  0  0  0  0  0  0 ] (0.1457)
| -1054.980599227116 |   105.910830926960 | [  0  1  0  1  0  1  0  0  0 ] (0.2286)
| -1054.694605671289 |   106.196824482788 | [  0  0  1  0  0  0  1  0  0 ] (0.3609)
| -1054.498559905751 |   106.392870248326 | [  0  0  0  1  2  0  0  0  0 ] (0.2871)
| -1054.012041939134 |   106.879388214943 | [  1  0  0  2  1  0  0  0  0 ] (0.1957)
| -1053.887719149325 |   107.003711004751 | [  1  0  4  0  0  0  0  0  0 ] (0.1279)
| -1053.802586439381 |   107.088843714695 | [  0  1  1  2  0  0  0  0  0 ] (0.1656)
| -1053.126258541253 |   107.765171612824 | [  1  0  0  2  0  1  0  0  0 ] (0.3290)
| -1052.974179897118 |   107.917250256959 | [  0  0  1  0  0  2  0  0  0 ] (0.2469)
| -1052.893830493299 |   107.997599660777 | [  1  0  4  0  0  0  0  0  0 ] (0.2344)
| -1052.674306222214 |   108.217123931862 | [  0  2  1  1  0  0  0  0  0 ] (0.1819)
| -1052.511974116513 |   108.379456037564 | [  3  1  0  1  0  0  0  0  0 ] (0.1916)
| -1051.962894266104 |   108.928535887973 | [  1  3  1  0  0  0  0  0  0 ] (0.2394)
| -1051.752518031041 |   109.138912123035 | [  1  0  0  0  1  1  0  0  0 ] (0.1965)
| -1051.462501420592 |   109.428928733485 | [  0  2  1  1  0  0  0  0  0 ] (0.2222)
| -1050.908847669052 |   109.982582485025 | [  0  0  0  1  0  0  1  0  0 ] (0.2226)
| -1050.658614526470 |   110.232815627607 | [  0  3  0  0  1  0  0  0  0 ] (0.1844)
| -1050.535579864282 |   110.355850289794 | [  0  0  0  1  0  0  1  0  0 ] (0.1919)
| -1050.264708670355 |   110.626721483722 | [  0  1  0  1  1  0  0  0  0 ] (0.1859)
| -1050.013350034991 |   110.878080119086 | [  0  5  0  0  0  0  0  0  0 ] (0.1358)
| -1049.853141824016 |   111.038288330060 | [  1  2  2  0  0  0  0  0  0 ] (0.1315)
| -1049.489128603141 |   111.402301550936 | [  0  2  3  0  0  0  0  0  0 ] (0.2477)
| -1049.360013251722 |   111.531416902354 | [  2  0  0  0  0  0  0  0  1 ] (0.1109)
| -1049.244057934595 |   111.647372219482 | [  0  0  1  3  0  0  0  0  0 ] (0.1760)
| -1049.045784205851 |   111.845645948226 | [  0  1  2  1  0  0  0  0  0 ] (0.1135)
| -1048.915847039285 |   111.975583114791 | [  0  3  0  2  0  0  0  0  0 ] (0.2001)
| -1048.519646662653 |   112.371783491424 | [  1  2  2  0  0  0  0  0  0 ] (0.1899)
| -1048.241700287681 |   112.649729866396 | [  1  1  0  0  2  0  0  0  0 ] (0.1781)
| -1048.190741974799 |   112.700688179277 | [  1  2  2  0  0  0  0  0  0 ] (0.2040)
| -1047.954059480879 |   112.937370673197 | [  1  3  0  1  0  0  0  0  0 ] (0.1049)
| -1047.872359414325 |   113.019070739752 | [  1  1  3  0  0  0  0  0  0 ] (0.1110)
| -1047.589307950151 |   113.302122203926 | [  2  0  0  0  1  1  0  0  0 ] (0.1451)
| -1047.300164058754 |   113.591266095322 | [  2  0  0  0  1  1  0  0  0 ] (0.1830)
| -1047.156141515244 |   113.735288638833 | [  0  0  0  1  0  2  0  0  0 ] (0.2994)
| -1047.018503112417 |   113.872927041660 | [  2  0  0  0  0  0  0  1  0 ] (0.2257)
| -1046.833478081846 |   114.057952072231 | [  0  0  0  0  0  0  2  0  0 ] (0.2808)
| -1046.558005413310 |   114.333424740767 | [  1  1  0  0  0  0  1  0  0 ] (0.1185)
| -1046.541118031377 |   114.350312122699 | [  0  2  0  0  0  0  1  0  0 ] (0.1129)
| -1046.348449284126 |   114.542980869951 | [  2  1  2  0  0  0  0  0  0 ] (0.1792)
| -1046.295653980807 |   114.595776173269 | [  1  3  0  1  0  0  0  0  0 ] (0.1121)
| -1045.974473667619 |   114.916956486458 | [  3  0  0  0  0  2  0  0  0 ] (0.1133)
| -1045.930995227301 |   114.960434926776 | [  0  0  3  0  0  1  0  0  0 ] (0.1911)
| -1045.643103909317 |   115.248326244759 | [  0  0  1  1  1  0  0  0  0 ] (0.2068)
| -1045.539950656832 |   115.351479497245 | [  3  0  0  0  0  0  1  0  0 ] (0.0791)
| -1045.266405137615 |   115.625025016462 | [  0  2  0  0  0  2  0  0  0 ] (0.1413)
| -1045.057351781795 |   115.834078372282 | [  0  2  0  0  0  2  0  0  0 ] (0.0964)
| -1044.703798209946 |   116.187631944131 | [  1  4  0  0  0  0  0  0  0 ] (0.1066)
| -1044.627821190827 |   116.263608963250 | [  0  2  1  0  0  1  0  0  0 ] (0.1627)
| -1044.467210089660 |   116.424220064417 | [  1  0  1  0  2  0  0  0  0 ] (0.2504)
| -1044.095539098922 |   116.795891055155 | [  0  0  3  0  1  0  0  0  0 ] (0.3129)
| -1044.031222682360 |   116.860207471716 | [  0  4  0  1  0  0  0  0  0 ] (0.1163)
| -1043.842199763532 |   117.049230390544 | [  2  0  1  2  0  0  0  0  0 ] (0.1567)
| -1043.695822271695 |   117.195607882382 | [  0  0  3  0  1  0  0  0  0 ] (0.1704)
| -1043.497952958216 |   117.393477195860 | [  0  2  0  0  2  0  0  0  0 ] (0.2728)
| -1043.098481387770 |   117.792948766307 | [  1  0  1  0  0  0  1  0  0 ] (0.2809)
| -1042.911190887282 |   117.980239266795 | [  1  2  0  2  0  0  0  0  0 ] (0.3926)
| -1042.826011864377 |   118.065418289700 | [  1  2  0  2  0  0  0  0  0 ] (0.1781)
| -1042.726402990016 |   118.165027164061 | [  1  0  1  0  0  0  1  0  0 ] (0.1443)
| -1042.441310273423 |   118.450119880654 | [  3  0  0  0  2  0  0  0  0 ] (0.1180)
| -1042.271940465814 |   118.619489688263 | [  0  0  0  0  0  3  0  0  0 ] (0.1492)
| -1042.181414927207 |   118.710015226869 | [  0  1  2  0  0  1  0  0  0 ] (0.1071)
| -1042.071988871606 |   118.819441282471 | [  1  1  1  0  1  0  0  0  0 ] (0.1129)
| -1041.943667838804 |   118.947762315272 | [  2  0  2  1  0  0  0  0  0 ] (0.1960)
| -1041.739199682176 |   119.152230471901 | [  1  0  0  4  0  0  0  0  0 ] (0.1167)
| -1041.403800764898 |   119.487629389179 | [  1  1  1  0  1  0  0  0  0 ] (0.1175)
| -1041.192303110636 |   119.699127043440 | [  1  0  0  1  0  0  1  0  0 ] (0.1194)
| -1040.938182110738 |   119.953248043339 | [  0  1  0  0  0  0  0  1  0 ] (0.1883)
| -1040.868303026436 |   120.023127127641 | [  0  1  0  0  0  0  0  1  0 ] (0.1377)
| -1040.600238860028 |   120.291191294049 | [  1  1  1  0  1  0  0  0  0 ] (0.2698)
| -1040.536265910822 |   120.355164243255 | [  1  0  0  1  2  0  0  0  0 ] (0.1615)
| -1040.199078074383 |   120.692352079694 | [  0  1  0  0  0  0  0  0  1 ] (0.2048)
| -1040.062220501559 |   120.829209652517 | [  1  0  1  0  0  2  0  0  0 ] (0.0820)
| -1039.877868663610 |   121.013561490467 | [  0  2  0  1  0  1  0  0  0 ] (0.2431)
| -1039.672325832005 |   121.219104322072 | [  0  0  1  0  0  0  0  1  0 ] (0.3052)
| -1039.449815707001 |   121.441614447076 | [  0  0  1  0  0  0  0  1  0 ] (0.0818)
| -1039.288189541351 |   121.603240612725 | [  1  0  1  0  0  2  0  0  0 ] (0.1344)
| -1039.183220663816 |   121.708209490261 | [  0  0  0  2  2  0  0  0  0 ] (0.1723)
| -1038.998796724429 |   121.892633429648 | [  1  0  3  1  0  0  0  0  0 ] (0.1559)
| -1038.756009953150 |   122.135420200927 | [  1  0  1  0  0  2  0  0  0 ] (0.0833)
| -1038.600327735017 |   122.291102419060 | [  0  0  1  0  0  0  0  0  1 ] (0.1370)
| -1038.412449618273 |   122.478980535804 | [  1  0  1  0  0  2  0  0  0 ] (0.1031)
| -1038.352089987676 |   122.539340166401 | [  1  1  0  1  1  0  0  0  0 ] (0.1734)
| -1038.272666480213 |   122.618763673864 | [  0  1  0  2  0  1  0  0  0 ] (0.2290)
| -1038.122180214305 |   122.769249939772 | [  0  1  2  0  1  0  0  0  0 ] (0.1562)
| -1038.018942783749 |   122.872487370327 | [  1  0  3  1  0  0  0  0  0 ] (0.1276)
| -1037.913553688644 |   122.977876465433 | [  0  2  1  0  1  0  0  0  0 ] (0.1247)
| -1037.647343558790 |   123.244086595286 | [  0  0  2  0  0  0  1  0  0 ] (0.1942)
| -1037.517363626567 |   123.374066527509 | [  0  0  0  0  1  0  1  0  0 ] (0.1520)
| -1037.023980052131 |   123.867450101946 | [  0  0  2  0  2  0  0  0  0 ] (0.1081)
| -1037.000158248488 |   123.891271905588 | [  0  1  0  2  1  0  0  0  0 ] (0.1002)
| -1036.886837776655 |   124.004592377422 | [  0  1  0  2  1  0  0  0  0 ] (0.1336)
| -1036.486858744982 |   124.404571409095 | [  0  1  4  0  0  0  0  0  0 ] (0.1246)
| -1036.307359946108 |   124.584070207969 | [  0  0  0  1  0  0  0  1  0 ] (0.2631)
| -1036.292215850305 |   124.599214303772 | [  0  0  0  0  1  2  0  0  0 ] (0.3812)
| -1036.089491104854 |   124.801939049223 | [  0  0  0  1  0  0  0  1  0 ] (0.1375)
| -1035.758877805948 |   125.132552348129 | [  0  0  0  0  0  1  1  0  0 ] (0.0641)
| -1035.677685816181 |   125.213744337896 | [  0  2  0  1  1  0  0  0  0 ] (0.0941)
| -1035.408048640208 |   125.483381513869 | [  1  1  0  3  0  0  0  0  0 ] (0.2362)
| -1035.337744184449 |   125.553685969628 | [  1  0  0  0  0  0  2  0  0 ] (0.2637)
| -1035.211544458831 |   125.679885695246 | [  0  0  0  1  0  0  0  0  1 ] (0.1942)
| -1035.016094563105 |   125.875335590972 | [  1  0  2  2  0  0  0  0  0 ] (0.1878)
| -1034.893452467006 |   125.997977687071 | [  0  4  1  0  0  0  0  0  0 ] (0.0983)
| -1034.815169435246 |   126.076260718831 | [  3  0  0  1  0  1  0  0  0 ] (0.0708)
| -1034.409963303253 |   126.481466850824 | [  1  0  1  1  0  1  0  0  0 ] (0.0958)
| -1034.215755080698 |   126.675675073379 | [  0  0  2  0  0  2  0  0  0 ] (0.2149)
| -1034.083231051389 |   126.808199102687 | [  0  2  0  1  1  0  0  0  0 ] (0.1231)
| -1033.917537200318 |   126.973892953759 | [  0  1  0  0  3  0  0  0  0 ] (0.3485)
| -1033.594220994688 |   127.297209159389 | [  0  2  0  3  0  0  0  0  0 ] (0.2972)
| -1033.309651185578 |   127.581778968499 | [  0  0  0  1  1  1  0  0  0 ] (0.0927)
| -1033.217817228876 |   127.673612925201 | [  4  0  0  0  0  0  1  0  0 ] (0.0912)
| -1032.932686496856 |   127.958743657220 | [  0  0  0  3  1  0  0  0  0 ] (0.1441)
| -1032.756374845527 |   128.135055308549 | [  0  3  1  1  0  0  0  0  0 ] (0.1624)
| -1032.695456474672 |   128.195973679404 | [  1  3  0  0  1  0  0  0  0 ] (0.2499)
| -1032.411078333818 |   128.480351820259 | [  0  3  1  1  0  0  0  0  0 ] (0.1346)
| -1032.152983427121 |   128.738446726956 | [  3  0  0  1  1  0  0  0  0 ] (0.1020)
| -1031.917709894758 |   128.973720259319 | [  2  0  1  0  0  0  1  0  0 ] (0.1166)
| -1031.808373251433 |   129.083056902644 | [  0  0  1  2  1  0  0  0  0 ] (0.0572)
| -1031.576377672125 |   129.315052481952 | [  3  0  0  0  0  0  0  1  0 ] (0.1225)
| -1031.445866069844 |   129.445564084232 | [  2  0  2  0  1  0  0  0  0 ] (0.1339)
| -1031.239818044426 |   129.651612109650 | [  3  0  0  1  1  0  0  0  0 ] (0.1558)
| -1031.116328519677 |   129.775101634400 | [  0  0  0  3  1  0  0  0  0 ] (0.1072)
| -1031.003755502622 |   129.887674651455 | [  2  0  2  0  1  0  0  0  0 ] (0.1087)
| -1030.819622289230 |   130.071807864847 | [  1  0  0  0  2  1  0  0  0 ] (0.1067)
| -1030.644557908940 |   130.246872245136 | [  1  0  0  0  0  1  1  0  0 ] (0.0980)
| -1030.551105845011 |   130.340324309065 | [  0  0  0  3  1  0  0  0  0 ] (0.0520)
| -1030.323385805358 |   130.568044348719 | [  0  0  2  1  1  0  0  0  0 ] (0.1998)
| -1030.040502399211 |   130.850927754865 | [  2  0  2  0  0  1  0  0  0 ] (0.1715)
| -1029.882017282272 |   131.009412871805 | [  0  0  2  1  0  1  0  0  0 ] (0.1281)
| -1029.657575442473 |   131.233854711604 | [  0  0  0  0  0  0  0  2  0 ] (0.1159)
| -1029.589630590493 |   131.301799563584 | [  0  0  2  1  0  1  0  0  0 ] (0.1040)
| -1029.365491027746 |   131.525939126331 | [  1  0  0  1  0  2  0  0  0 ] (0.0785)
| -1029.040789954561 |   131.850640199516 | [  0  0  0  0  0  1  0  1  0 ] (0.0811)
| -1028.933271629584 |   131.958158524493 | [  1  0  1  1  1  0  0  0  0 ] (0.1329)
| -1028.880217734286 |   132.011212419790 | [  2  0  0  1  0  0  1  0  0 ] (0.1442)
| -1028.600523750291 |   132.290906403785 | [  1  0  3  0  0  1  0  0  0 ] (0.0854)
| -1028.155844719139 |   132.735585434938 | [  0  1  1  0  2  0  0  0  0 ] (0.2860)
| -1028.050885057035 |   132.840545097042 | [  3  0  0  0  0  0  0  0  1 ] (0.2016)
| -1027.925235662400 |   132.966194491677 | [  0  0  0  0  0  1  0  0  1 ] (0.0988)
| -1027.763840538012 |   133.127589616065 | [  0  1  1  0  0  0  1  0  0 ] (0.0868)
| -1027.598391966325 |   133.293038187752 | [  0  2  0  0  0  0  0  0  1 ] (0.0696)
| -1027.453875382666 |   133.437554771411 | [  1  1  1  2  0  0  0  0  0 ] (0.0678)
| -1027.343425507896 |   133.548004646180 | [  0  2  0  0  1  1  0  0  0 ] (0.1437)
| -1027.123824128871 |   133.767606025206 | [  1  2  1  1  0  0  0  0  0 ] (0.1235)
| -1027.047551331108 |   133.843878822968 | [  1  0  0  0  0  3  0  0  0 ] (0.0868)
| -1027.035267873079 |   133.856162280998 | [  0  2  0  0  1  1  0  0  0 ] (0.1564)
| -1026.910059531094 |   133.981370622983 | [  0  3  0  0  0  2  0  0  0 ] (0.0773)
| -1026.660301026633 |   134.231129127444 | [  1  0  1  0  0  0  0  1  0 ] (0.0644)
| -1026.419271769849 |   134.472158384227 | [  1  0  0  0  1  0  1  0  0 ] (0.0785)
| -1026.330759371529 |   134.560670782548 | [  0  3  0  0  0  2  0  0  0 ] (0.1185)
| -1026.274979855487 |   134.616450298590 | [  1  0  1  0  0  0  0  1  0 ] (0.0816)
| -1026.164886255199 |   134.726543898878 | [  1  0  0  2  0  0  1  0  0 ] (0.0918)
