|         E          |        E-E0        |          max config      
+--------------------+--------------------+--------------------------
| -1160.633579127315 |     0.000000000000 | [  0  0  0  0  0  0  0  0  0 ] (0.9633)
| -1147.930205587148 |    12.703373540167 | [  1  0  0  0  0  0  0  0  0 ] (0.9335)
| -1139.466494284281 |    21.167084843034 | [  2  0  0  0  0  0  0  0  0 ] (0.6771)
| -1133.004642518488 |    27.628936608827 | [  0  1  0  0  0  0  0  0  0 ] (0.7653)
| -1129.257135789180 |    31.376443338135 | [  0  0  1  0  0  0  0  0  0 ] (0.8920)
| -1125.402916527645 |    35.230662599670 | [  0  0  0  1  0  0  0  0  0 ] (0.8638)
| -1122.679302333627 |    37.954276793688 | [  3  0  0  0  0  0  0  0  0 ] (0.6546)
| -1121.001914897936 |    39.631664229379 | [  1  1  0  0  0  0  0  0  0 ] (0.6452)
| -1118.615330460932 |    42.018248666383 | [  0  2  0  0  0  0  0  0  0 ] (0.6473)
| -1117.487605763620 |    43.145973363695 | [  1  0  1  0  0  0  0  0  0 ] (0.7597)
| -1116.895988963573 |    43.737590163742 | [  0  0  0  0  0  1  0  0  0 ] (0.2610)
| -1113.368555145511 |    47.265023981804 | [  1  0  0  1  0  0  0  0  0 ] (0.8072)
| -1112.446776688698 |    48.186802438617 | [  0  0  0  0  1  0  0  0  0 ] (0.7425)
| -1112.315603697995 |    48.317975429320 | [  0  0  2  0  0  0  0  0  0 ] (0.6052)
| -1110.654328614429 |    49.979250512886 | [  4  0  0  0  0  0  0  0  0 ] (0.5068)
| -1109.773810039359 |    50.859769087956 | [  0  0  0  0  0  1  0  0  0 ] (0.3818)
| -1107.949132459033 |    52.684446668282 | [  2  0  1  0  0  0  0  0  0 ] (0.5415)
| -1105.718288655561 |    54.915290471754 | [  0  3  0  0  0  0  0  0  0 ] (0.2743)
| -1105.382249023277 |    55.251330104038 | [  1  0  0  0  0  1  0  0  0 ] (0.2340)
| -1103.352847900630 |    57.280731226685 | [  2  0  0  1  0  0  0  0  0 ] (0.5239)
| -1101.763499200475 |    58.870079926840 | [  0  1  1  0  0  0  0  0  0 ] (0.4689)
| -1101.554855785357 |    59.078723341958 | [  1  0  2  0  0  0  0  0  0 ] (0.4346)
| -1100.687715031093 |    59.945864096222 | [  1  2  0  0  0  0  0  0  0 ] (0.4574)
| -1100.002902468720 |    60.630676658595 | [  1  0  0  0  1  0  0  0  0 ] (0.8111)
| -1097.778833094742 |    62.854746032573 | [  0  1  0  1  0  0  0  0  0 ] (0.3974)
| -1097.059306973977 |    63.574272153338 | [  0  1  0  1  0  0  0  0  0 ] (0.2743)
| -1096.722824369259 |    63.910754758056 | [  0  3  0  0  0  0  0  0  0 ] (0.3585)
| -1094.101451250660 |    66.532127876655 | [  2  0  0  0  0  1  0  0  0 ] (0.3755)
| -1093.685687469068 |    66.947891658247 | [  0  0  1  1  0  0  0  0  0 ] (0.7060)
| -1091.852725059251 |    68.780854068064 | [  0  0  3  0  0  0  0  0  0 ] (0.5691)
| -1091.124682266588 |    69.508896860727 | [  2  0  0  0  1  0  0  0  0 ] (0.4166)
| -1090.521839192277 |    70.111739935038 | [  3  0  1  0  0  0  0  0  0 ] (0.3073)
| -1089.844315232340 |    70.789263894975 | [  3  1  0  0  0  0  0  0  0 ] (0.2320)
| -1089.072498383897 |    71.561080743418 | [  0  2  1  0  0  0  0  0  0 ] (0.2628)
| -1088.507781238249 |    72.125797889066 | [  0  1  2  0  0  0  0  0  0 ] (0.1988)
| -1088.226529526470 |    72.407049600845 | [  0  0  0  0  2  0  0  0  0 ] (0.5915)
| -1087.874774990113 |    72.758804137202 | [  1  1  1  0  0  0  0  0  0 ] (0.4005)
| -1086.890517478324 |    73.743061648991 | [  0  2  1  0  0  0  0  0  0 ] (0.2889)
| -1085.842951916182 |    74.790627211133 | [  1  1  0  1  0  0  0  0  0 ] (0.3481)
| -1085.628495498383 |    75.005083628932 | [  0  0  1  0  0  1  0  0  0 ] (0.2060)
| -1084.728144601544 |    75.905434525770 | [  0  1  0  0  0  1  0  0  0 ] (0.1996)
| -1084.494226579999 |    76.139352547316 | [  0  1  0  0  1  0  0  0  0 ] (0.4806)
| -1084.173814572610 |    76.459764554705 | [  3  0  0  1  0  0  0  0  0 ] (0.3371)
| -1083.667813273929 |    76.965765853386 | [  0  2  0  1  0  0  0  0  0 ] (0.5727)
| -1083.555358985279 |    77.078220142036 | [  0  0  0  0  0  0  1  0  0 ] (0.4523)
| -1083.156110285875 |    77.477468841440 | [  0  0  0  0  0  2  0  0  0 ] (0.3320)
| -1082.451458408977 |    78.182120718338 | [  0  0  1  0  1  0  0  0  0 ] (0.4602)
| -1081.871958446914 |    78.761620680401 | [  2  0  2  0  0  0  0  0  0 ] (0.3331)
| -1081.405332738795 |    79.228246388520 | [  1  3  0  0  0  0  0  0  0 ] (0.4471)
| -1081.029198354364 |    79.604380772951 | [  0  0  0  1  0  1  0  0  0 ] (0.3237)
| -1080.790370277410 |    79.843208849905 | [  0  0  0  1  0  1  0  0  0 ] (0.1655)
| -1080.357624161940 |    80.275954965375 | [  0  4  0  0  0  0  0  0  0 ] (0.3047)
| -1079.704769544792 |    80.928809582523 | [  0  0  1  0  0  1  0  0  0 ] (0.2307)
| -1078.542935656320 |    82.090643470995 | [  0  0  0  3  0  0  0  0  0 ] (0.4091)
| -1077.414140982912 |    83.219438144403 | [  1  0  3  0  0  0  0  0  0 ] (0.8219)
| -1076.314324435388 |    84.319254691927 | [  1  0  0  0  2  0  0  0  0 ] (0.2938)
| -1075.946415842665 |    84.687163284650 | [  2  0  0  2  0  0  0  0  0 ] (0.3443)
| -1075.477477535623 |    85.156101591692 | [  1  0  0  0  2  0  0  0  0 ] (0.3058)
| -1074.934738741776 |    85.698840385539 | [  0  2  0  0  0  1  0  0  0 ] (0.4629)
| -1074.741607457105 |    85.891971670210 | [  0  0  2  1  0  0  0  0  0 ] (0.5657)
| -1073.181077516330 |    87.452501610985 | [  3  0  0  0  0  1  0  0  0 ] (0.2843)
| -1072.866773503704 |    87.766805623611 | [  1  0  0  0  0  2  0  0  0 ] (0.1777)
| -1072.670746900170 |    87.962832227145 | [  1  1  0  0  1  0  0  0  0 ] (0.1545)
| -1071.949364468085 |    88.684214659230 | [  0  3  1  0  0  0  0  0  0 ] (0.2855)
| -1071.324515708976 |    89.309063418339 | [  1  0  0  0  0  0  1  0  0 ] (0.4129)
| -1071.089927498760 |    89.543651628555 | [  1  0  1  0  0  1  0  0  0 ] (0.3687)
| -1070.700633803585 |    89.932945323730 | [  1  1  0  0  1  0  0  0  0 ] (0.3515)
| -1070.189003387609 |    90.444575739706 | [  0  2  0  0  1  0  0  0  0 ] (0.3758)
| -1069.542615841552 |    91.090963285763 | [  1  0  0  0  0  2  0  0  0 ] (0.2642)
| -1068.627249766239 |    92.006329361076 | [  0  0  0  0  0  0  0  1  0 ] (0.5908)
| -1068.447789173843 |    92.185789953472 | [  1  0  1  0  1  0  0  0  0 ] (0.2520)
| -1068.147143352531 |    92.486435774784 | [  1  0  1  0  1  0  0  0  0 ] (0.2628)
| -1067.970532961472 |    92.663046165843 | [  1  1  2  0  0  0  0  0  0 ] (0.3148)
| -1067.620611341088 |    93.012967786227 | [  0  1  1  1  0  0  0  0  0 ] (0.1213)
| -1067.023814572773 |    93.609764554542 | [  0  3  0  1  0  0  0  0  0 ] (0.2618)
| -1066.979008211810 |    93.654570915505 | [  0  0  0  0  0  0  0  0  1 ] (0.5005)
| -1066.774952567262 |    93.858626560053 | [  0  0  4  0  0  0  0  0  0 ] (0.2860)
| -1066.345387251894 |    94.288191875421 | [  1  0  0  1  0  1  0  0  0 ] (0.2982)
| -1065.918528435014 |    94.715050692301 | [  1  1  2  0  0  0  0  0  0 ] (0.3100)
| -1065.627033766848 |    95.006545360467 | [  1  2  1  0  0  0  0  0  0 ] (0.1794)
| -1064.736809764868 |    95.896769362447 | [  1  0  0  1  1  0  0  0  0 ] (0.5447)
| -1064.688309546164 |    95.945269581151 | [  0  2  2  0  0  0  0  0  0 ] (0.2595)
| -1064.508933946170 |    96.124645181145 | [  0  2  2  0  0  0  0  0  0 ] (0.4672)
| -1064.125607483213 |    96.507971644102 | [  0  1  3  0  0  0  0  0  0 ] (0.5132)
| -1063.955668860025 |    96.677910267290 | [  0  0  0  2  0  1  0  0  0 ] (0.2600)
| -1063.839636009926 |    96.793943117389 | [  1  0  0  3  0  0  0  0  0 ] (0.2568)
| -1063.419828893314 |    97.213750234001 | [  0  0  0  2  1  0  0  0  0 ] (0.3307)
| -1061.975196841026 |    98.658382286289 | [  2  0  0  0  0  0  1  0  0 ] (0.1800)
| -1061.848127852970 |    98.785451274344 | [  0  0  2  0  1  0  0  0  0 ] (0.4021)
| -1061.425980039068 |    99.207599088247 | [  2  0  0  0  0  0  1  0  0 ] (0.2167)
| -1060.982856724561 |    99.650722402754 | [  1  2  0  1  0  0  0  0  0 ] (0.1832)
| -1060.726476315478 |    99.907102811837 | [  0  1  0  0  2  0  0  0  0 ] (0.2664)
| -1059.907035567152 |   100.726543560163 | [  1  1  0  2  0  0  0  0  0 ] (0.5526)
| -1059.260019358319 |   101.373559768996 | [  2  0  1  1  0  0  0  0  0 ] (0.3844)
| -1058.913977544296 |   101.719601583019 | [  0  2  0  2  0  0  0  0  0 ] (0.1451)
| -1058.704965645640 |   101.928613481675 | [  0  2  0  2  0  0  0  0  0 ] (0.4876)
